id,username,email,first_name,last_name,addresses,age,gender,persona,discount_persona,selectable_user
1437,user1437,samuel.stewart@example.com,Samuel,Stewart,"[{'first_name': 'Samuel', 'last_name': 'Stewart', 'address1': '464 Tyler Mountains Suite 361', 'address2': '', 'country': 'US', 'city': 'Terriborough', 'state': 'CO', 'zipcode': '81532', 'default': True}]",29,M,homedecor_electronics_outdoors,all_discounts,True
1438,user1438,gwendolyn.nelson@example.com,Gwendolyn,Nelson,"[{'first_name': 'Gwendolyn', 'last_name': 'Nelson', 'address1': '333 Christensen Shoal Suite 842', 'address2': '', 'country': 'US', 'city': 'West Brittany', 'state': 'VA', 'zipcode': '20040', 'default': True}]",42,F,beauty_accessories_instruments,all_discounts,True
1439,user1439,ashley.mcdonald@example.com,Ashley,Mcdonald,"[{'first_name': 'Ashley', 'last_name': 'Mcdonald', 'address1': '9054 White Path', 'address2': '', 'country': 'US', 'city': 'Jacksonport', 'state': 'NM', 'zipcode': '87383', 'default': True}]",25,F,housewares_tools_beauty,lower_priced_products,True
1440,user1440,victor.herrera@example.com,Victor,Herrera,"[{'first_name': 'Victor', 'last_name': 'Herrera', 'address1': '12834 Allen Track Apt. 752', 'address2': '', 'country': 'US', 'city': 'New Robert', 'state': 'IN', 'zipcode': '46767', 'default': True}]",41,M,outdoors_instruments_groceries,lower_priced_products,True
1441,user1441,john.perez@example.com,John,Perez,"[{'first_name': 'John', 'last_name': 'Perez', 'address1': '324 Brett Isle Apt. 818', 'address2': '', 'country': 'US', 'city': 'West Josephtown', 'state': 'ME', 'zipcode': '04702', 'default': True}]",61,M,electronics_outdoors_footwear,discount_indifferent,True
1442,user1442,aaron.sims@example.com,Aaron,Sims,"[{'first_name': 'Aaron', 'last_name': 'Sims', 'address1': '378 Justin Cove', 'address2': '', 'country': 'US', 'city': 'South Sara', 'state': 'NM', 'zipcode': '87460', 'default': True}]",22,M,electronics_outdoors_footwear,lower_priced_products,True
1443,user1443,jason.williams@example.com,Jason,Williams,"[{'first_name': 'Jason', 'last_name': 'Williams', 'address1': '2996 Navarro Ridge', 'address2': '', 'country': 'US', 'city': 'South Mathewmouth', 'state': 'OH', 'zipcode': '43383', 'default': True}]",41,M,instruments_books_electronics,discount_indifferent,True
1444,user1444,dustin.montoya@example.com,Dustin,Montoya,"[{'first_name': 'Dustin', 'last_name': 'Montoya', 'address1': '78679 Walker Spring Apt. 939', 'address2': '', 'country': 'US', 'city': 'Lake Brooke', 'state': 'ID', 'zipcode': '83538', 'default': True}]",33,M,footwear_jewelry_furniture,lower_priced_products,True
1445,user1445,robert.lopez@example.com,Robert,Lopez,"[{'first_name': 'Robert', 'last_name': 'Lopez', 'address1': '249 Julie Courts', 'address2': '', 'country': 'US', 'city': 'Garciabury', 'state': 'GA', 'zipcode': '31651', 'default': True}]",50,M,apparel_footwear_accessories,lower_priced_products,True
1446,user1446,tamara.hull@example.com,Tamara,Hull,"[{'first_name': 'Tamara', 'last_name': 'Hull', 'address1': '911 William Circle', 'address2': '', 'country': 'US', 'city': 'Patrickville', 'state': 'VT', 'zipcode': '05193', 'default': True}]",25,F,housewares_tools_beauty,lower_priced_products,True
1447,user1447,charles.horne@example.com,Charles,Horne,"[{'first_name': 'Charles', 'last_name': 'Horne', 'address1': '277 Spears Avenue', 'address2': '', 'country': 'US', 'city': 'North Johnathan', 'state': 'AR', 'zipcode': '71621', 'default': True}]",41,M,accessories_groceries_books,all_discounts,True
1448,user1448,david.mitchell@example.com,David,Mitchell,"[{'first_name': 'David', 'last_name': 'Mitchell', 'address1': '0906 Lawrence Cape', 'address2': '', 'country': 'US', 'city': 'Kerriburgh', 'state': 'AZ', 'zipcode': '85802', 'default': True}]",48,M,seasonal_furniture_floral,discount_indifferent,True
1449,user1449,tonya.massey@example.com,Tonya,Massey,"[{'first_name': 'Tonya', 'last_name': 'Massey', 'address1': '56897 Brent Views', 'address2': '', 'country': 'US', 'city': 'Mariahside', 'state': 'MD', 'zipcode': '20331', 'default': True}]",57,F,instruments_books_electronics,all_discounts,True
1450,user1450,elizabeth.taylor@example.com,Elizabeth,Taylor,"[{'first_name': 'Elizabeth', 'last_name': 'Taylor', 'address1': '58100 Miguel Groves Apt. 245', 'address2': '', 'country': 'US', 'city': 'South Ashley', 'state': 'TN', 'zipcode': '38117', 'default': True}]",41,F,furniture_homedecor_housewares,lower_priced_products,True
1451,user1451,derrick.weiss@example.com,Derrick,Weiss,"[{'first_name': 'Derrick', 'last_name': 'Weiss', 'address1': '3222 Jacqueline Knoll Apt. 754', 'address2': '', 'country': 'US', 'city': 'New Jessicamouth', 'state': 'DE', 'zipcode': '19806', 'default': True}]",35,M,outdoors_instruments_groceries,lower_priced_products,True
1452,user1452,christopher.mcintyre@example.com,Christopher,Mcintyre,"[{'first_name': 'Christopher', 'last_name': 'Mcintyre', 'address1': '27403 Kim Glens', 'address2': '', 'country': 'US', 'city': 'Woodsburgh', 'state': 'TN', 'zipcode': '37543', 'default': True}]",39,M,beauty_accessories_instruments,discount_indifferent,True
1453,user1453,brady.schmidt@example.com,Brady,Schmidt,"[{'first_name': 'Brady', 'last_name': 'Schmidt', 'address1': '3861 Bishop Orchard', 'address2': '', 'country': 'US', 'city': 'North Laura', 'state': 'PA', 'zipcode': '15505', 'default': True}]",50,M,groceries_seasonal_tools,lower_priced_products,True
1454,user1454,chloe.davila@example.com,Chloe,Davila,"[{'first_name': 'Chloe', 'last_name': 'Davila', 'address1': '03223 Moore Inlet', 'address2': '', 'country': 'US', 'city': 'East Troy', 'state': 'KS', 'zipcode': '67870', 'default': True}]",37,F,accessories_groceries_books,discount_indifferent,True
1455,user1455,david.clark@example.com,David,Clark,"[{'first_name': 'David', 'last_name': 'Clark', 'address1': '816 Colon Fall', 'address2': '', 'country': 'US', 'city': 'Andrewsfurt', 'state': 'TX', 'zipcode': '73301', 'default': True}]",19,M,housewares_tools_beauty,discount_indifferent,True
1456,user1456,nicholas.brown@example.com,Nicholas,Brown,"[{'first_name': 'Nicholas', 'last_name': 'Brown', 'address1': '79932 Jeanne Ports Suite 928', 'address2': '', 'country': 'US', 'city': 'Hamiltonmouth', 'state': 'WA', 'zipcode': '99266', 'default': True}]",55,M,electronics_outdoors_footwear,all_discounts,True
1457,user1457,matthew.ray@example.com,Matthew,Ray,"[{'first_name': 'Matthew', 'last_name': 'Ray', 'address1': '2669 Deborah Estate', 'address2': '', 'country': 'US', 'city': 'New Michelle', 'state': 'CO', 'zipcode': '80231', 'default': True}]",41,M,apparel_footwear_accessories,lower_priced_products,True
1458,user1458,david.gilbert@example.com,David,Gilbert,"[{'first_name': 'David', 'last_name': 'Gilbert', 'address1': '6647 Barnes Island', 'address2': '', 'country': 'US', 'city': 'Josephtown', 'state': 'MD', 'zipcode': '20331', 'default': True}]",41,M,accessories_groceries_books,all_discounts,True
1459,user1459,rebecca.anderson@example.com,Rebecca,Anderson,"[{'first_name': 'Rebecca', 'last_name': 'Anderson', 'address1': '08407 James Forest', 'address2': '', 'country': 'US', 'city': 'Russellhaven', 'state': 'CT', 'zipcode': '06388', 'default': True}]",26,F,beauty_accessories_instruments,discount_indifferent,True
1460,user1460,charles.lucas@example.com,Charles,Lucas,"[{'first_name': 'Charles', 'last_name': 'Lucas', 'address1': '3097 Anthony Prairie', 'address2': '', 'country': 'US', 'city': 'Gonzalezborough', 'state': 'MO', 'zipcode': '65040', 'default': True}]",40,M,homedecor_electronics_outdoors,discount_indifferent,True
1461,user1461,kara.mullen@example.com,Kara,Mullen,"[{'first_name': 'Kara', 'last_name': 'Mullen', 'address1': '06984 Sanchez Row Suite 254', 'address2': '', 'country': 'US', 'city': 'North Roberta', 'state': 'SD', 'zipcode': '57485', 'default': True}]",32,F,electronics_outdoors_footwear,lower_priced_products,True
1462,user1462,william.smith@example.com,William,Smith,"[{'first_name': 'William', 'last_name': 'Smith', 'address1': '1450 Martinez Points Suite 258', 'address2': '', 'country': 'US', 'city': 'New Christophertown', 'state': 'ME', 'zipcode': '04124', 'default': True}]",40,M,footwear_jewelry_furniture,lower_priced_products,True
1463,user1463,megan.ray@example.com,Megan,Ray,"[{'first_name': 'Megan', 'last_name': 'Ray', 'address1': '2050 Christopher Brook', 'address2': '', 'country': 'US', 'city': 'Pattersonburgh', 'state': 'NC', 'zipcode': '28203', 'default': True}]",22,F,accessories_groceries_books,lower_priced_products,True
1464,user1464,jeffrey.ellis@example.com,Jeffrey,Ellis,"[{'first_name': 'Jeffrey', 'last_name': 'Ellis', 'address1': '53522 Nicholson Walk', 'address2': '', 'country': 'US', 'city': 'Garretthaven', 'state': 'OR', 'zipcode': '97666', 'default': True}]",40,M,electronics_outdoors_footwear,all_discounts,True
1465,user1465,brad.alvarez@example.com,Brad,Alvarez,"[{'first_name': 'Brad', 'last_name': 'Alvarez', 'address1': '0375 Rachel Rue', 'address2': '', 'country': 'US', 'city': 'West Julieburgh', 'state': 'VT', 'zipcode': '05246', 'default': True}]",81,M,footwear_jewelry_furniture,all_discounts,True
1466,user1466,katie.griffin@example.com,Katie,Griffin,"[{'first_name': 'Katie', 'last_name': 'Griffin', 'address1': '51600 Scott Village Apt. 835', 'address2': '', 'country': 'US', 'city': 'Kathleentown', 'state': 'VT', 'zipcode': '05214', 'default': True}]",20,F,housewares_tools_beauty,all_discounts,True
1467,user1467,michael.ruiz@example.com,Michael,Ruiz,"[{'first_name': 'Michael', 'last_name': 'Ruiz', 'address1': '80180 Henry River Suite 741', 'address2': '', 'country': 'US', 'city': 'Thompsonbury', 'state': 'OK', 'zipcode': '73007', 'default': True}]",63,M,groceries_seasonal_tools,all_discounts,True
1468,user1468,timothy.booker@example.com,Timothy,Booker,"[{'first_name': 'Timothy', 'last_name': 'Booker', 'address1': '65522 Jaime Mountains', 'address2': '', 'country': 'US', 'city': 'Browntown', 'state': 'UT', 'zipcode': '84362', 'default': True}]",32,M,tools_housewares_apparel,discount_indifferent,True
1469,user1469,ashley.owens@example.com,Ashley,Owens,"[{'first_name': 'Ashley', 'last_name': 'Owens', 'address1': '76584 Hardy Oval', 'address2': '', 'country': 'US', 'city': 'Tannermouth', 'state': 'TN', 'zipcode': '38499', 'default': True}]",50,F,housewares_floral_seasonal,discount_indifferent,True
1470,user1470,jimmy.thompson@example.com,Jimmy,Thompson,"[{'first_name': 'Jimmy', 'last_name': 'Thompson', 'address1': '39060 Thomas Track Apt. 872', 'address2': '', 'country': 'US', 'city': 'Larsontown', 'state': 'NV', 'zipcode': '89167', 'default': True}]",45,M,outdoors_instruments_groceries,all_discounts,True
1471,user1471,ernest.lowe@example.com,Ernest,Lowe,"[{'first_name': 'Ernest', 'last_name': 'Lowe', 'address1': '267 Wright Land Apt. 436', 'address2': '', 'country': 'US', 'city': 'South Markland', 'state': 'TX', 'zipcode': '73301', 'default': True}]",37,M,tools_housewares_apparel,all_discounts,True
1472,user1472,kristin.hernandez@example.com,Kristin,Hernandez,"[{'first_name': 'Kristin', 'last_name': 'Hernandez', 'address1': '23564 Evans Burgs', 'address2': '', 'country': 'US', 'city': 'Lake Melissa', 'state': 'WV', 'zipcode': '25034', 'default': True}]",43,F,floral_beauty_jewelry,all_discounts,True
1473,user1473,michelle.johnson@example.com,Michelle,Johnson,"[{'first_name': 'Michelle', 'last_name': 'Johnson', 'address1': '038 Green Vista Suite 264', 'address2': '', 'country': 'US', 'city': 'North Randy', 'state': 'KS', 'zipcode': '66681', 'default': True}]",51,F,housewares_tools_beauty,discount_indifferent,True
1474,user1474,matthew.williams@example.com,Matthew,Williams,"[{'first_name': 'Matthew', 'last_name': 'Williams', 'address1': '3835 Smith Key Suite 970', 'address2': '', 'country': 'US', 'city': 'New David', 'state': 'AK', 'zipcode': '99748', 'default': True}]",32,M,books_apparel_homedecor,discount_indifferent,True
1475,user1475,gabriel.garcia@example.com,Gabriel,Garcia,"[{'first_name': 'Gabriel', 'last_name': 'Garcia', 'address1': '1742 Ryan Walks', 'address2': '', 'country': 'US', 'city': 'Christopherchester', 'state': 'IA', 'zipcode': '51954', 'default': True}]",29,M,apparel_footwear_accessories,discount_indifferent,True
1476,user1476,ricardo.campos@example.com,Ricardo,Campos,"[{'first_name': 'Ricardo', 'last_name': 'Campos', 'address1': '58250 Lloyd Gardens', 'address2': '', 'country': 'US', 'city': 'Port Davidville', 'state': 'WA', 'zipcode': '99119', 'default': True}]",41,M,groceries_seasonal_tools,lower_priced_products,True
1477,user1477,scott.simon@example.com,Scott,Simon,"[{'first_name': 'Scott', 'last_name': 'Simon', 'address1': '78105 Johnson Orchard', 'address2': '', 'country': 'US', 'city': 'Eileenchester', 'state': 'PA', 'zipcode': '15432', 'default': True}]",47,M,groceries_seasonal_tools,discount_indifferent,True
1478,user1478,patrick.watts@example.com,Patrick,Watts,"[{'first_name': 'Patrick', 'last_name': 'Watts', 'address1': '361 Rodriguez Lights', 'address2': '', 'country': 'US', 'city': 'West Justin', 'state': 'NY', 'zipcode': '11080', 'default': True}]",44,M,electronics_outdoors_footwear,discount_indifferent,True
1479,user1479,christina.moreno@example.com,Christina,Moreno,"[{'first_name': 'Christina', 'last_name': 'Moreno', 'address1': '0665 Bush Flat Apt. 140', 'address2': '', 'country': 'US', 'city': 'Lake Kevinborough', 'state': 'AK', 'zipcode': '99829', 'default': True}]",46,F,furniture_homedecor_housewares,lower_priced_products,True
1480,user1480,stacy.cain@example.com,Stacy,Cain,"[{'first_name': 'Stacy', 'last_name': 'Cain', 'address1': '1658 Kaitlyn Circles', 'address2': '', 'country': 'US', 'city': 'New Brianfort', 'state': 'MD', 'zipcode': '20331', 'default': True}]",33,F,instruments_books_electronics,discount_indifferent,True
1481,user1481,nicole.rogers@example.com,Nicole,Rogers,"[{'first_name': 'Nicole', 'last_name': 'Rogers', 'address1': '1626 Weber Islands', 'address2': '', 'country': 'US', 'city': 'Johnsonview', 'state': 'WI', 'zipcode': '53848', 'default': True}]",47,F,housewares_tools_beauty,all_discounts,True
1482,user1482,adam.benson@example.com,Adam,Benson,"[{'first_name': 'Adam', 'last_name': 'Benson', 'address1': '8138 Lin Square Apt. 087', 'address2': '', 'country': 'US', 'city': 'Antonioshire', 'state': 'OR', 'zipcode': '97604', 'default': True}]",23,M,tools_housewares_apparel,all_discounts,True
1483,user1483,kevin.monroe@example.com,Kevin,Monroe,"[{'first_name': 'Kevin', 'last_name': 'Monroe', 'address1': '2732 Wood Streets', 'address2': '', 'country': 'US', 'city': 'South Natalie', 'state': 'OK', 'zipcode': '73069', 'default': True}]",36,M,outdoors_instruments_groceries,lower_priced_products,True
1484,user1484,kristi.scott@example.com,Kristi,Scott,"[{'first_name': 'Kristi', 'last_name': 'Scott', 'address1': '8680 Alison Meadows Suite 259', 'address2': '', 'country': 'US', 'city': 'Pamelachester', 'state': 'MT', 'zipcode': '59711', 'default': True}]",18,F,outdoors_instruments_groceries,lower_priced_products,True
1485,user1485,elizabeth.valenzuela@example.com,Elizabeth,Valenzuela,"[{'first_name': 'Elizabeth', 'last_name': 'Valenzuela', 'address1': '2518 Simmons Lodge Apt. 667', 'address2': '', 'country': 'US', 'city': 'Port Shannonborough', 'state': 'WA', 'zipcode': '98257', 'default': True}]",29,F,beauty_accessories_instruments,lower_priced_products,True
1486,user1486,eric.cabrera@example.com,Eric,Cabrera,"[{'first_name': 'Eric', 'last_name': 'Cabrera', 'address1': '486 Mclaughlin Neck', 'address2': '', 'country': 'US', 'city': 'East Wanda', 'state': 'MN', 'zipcode': '55034', 'default': True}]",31,M,tools_housewares_apparel,all_discounts,True
1487,user1487,jessica.ruiz@example.com,Jessica,Ruiz,"[{'first_name': 'Jessica', 'last_name': 'Ruiz', 'address1': '050 Patel Trail Suite 182', 'address2': '', 'country': 'US', 'city': 'North Reginald', 'state': 'NC', 'zipcode': '27133', 'default': True}]",32,F,groceries_seasonal_tools,discount_indifferent,True
1488,user1488,troy.martinez@example.com,Troy,Martinez,"[{'first_name': 'Troy', 'last_name': 'Martinez', 'address1': '441 Herman Landing', 'address2': '', 'country': 'US', 'city': 'New Jessicaport', 'state': 'SC', 'zipcode': '29696', 'default': True}]",42,M,housewares_floral_seasonal,lower_priced_products,True
1489,user1489,mary.hoover@example.com,Mary,Hoover,"[{'first_name': 'Mary', 'last_name': 'Hoover', 'address1': '9112 Fisher Cliff Apt. 883', 'address2': '', 'country': 'US', 'city': 'Marktown', 'state': 'VT', 'zipcode': '05216', 'default': True}]",31,F,groceries_seasonal_tools,lower_priced_products,True
1490,user1490,allen.simmons@example.com,Allen,Simmons,"[{'first_name': 'Allen', 'last_name': 'Simmons', 'address1': '3491 White Junctions Suite 649', 'address2': '', 'country': 'US', 'city': 'West Brittneyfurt', 'state': 'NM', 'zipcode': '87025', 'default': True}]",33,M,outdoors_instruments_groceries,all_discounts,True
1491,user1491,jermaine.boyer@example.com,Jermaine,Boyer,"[{'first_name': 'Jermaine', 'last_name': 'Boyer', 'address1': '2858 Debbie Path Apt. 457', 'address2': '', 'country': 'US', 'city': 'Lake Jeffrey', 'state': 'FL', 'zipcode': '34181', 'default': True}]",27,M,floral_beauty_jewelry,discount_indifferent,True
1492,user1492,stacey.crosby@example.com,Stacey,Crosby,"[{'first_name': 'Stacey', 'last_name': 'Crosby', 'address1': '5828 Karen Plaza Apt. 270', 'address2': '', 'country': 'US', 'city': 'South Jasonmouth', 'state': 'LA', 'zipcode': '70257', 'default': True}]",31,F,groceries_seasonal_tools,lower_priced_products,True
1493,user1493,brian.craig@example.com,Brian,Craig,"[{'first_name': 'Brian', 'last_name': 'Craig', 'address1': '024 Brandy Avenue', 'address2': '', 'country': 'US', 'city': 'New Jennifershire', 'state': 'ID', 'zipcode': '83492', 'default': True}]",26,M,books_apparel_homedecor,lower_priced_products,True
1494,user1494,hannah.gonzalez@example.com,Hannah,Gonzalez,"[{'first_name': 'Hannah', 'last_name': 'Gonzalez', 'address1': '7445 Michele Divide Apt. 078', 'address2': '', 'country': 'US', 'city': 'North Sergio', 'state': 'SD', 'zipcode': '57715', 'default': True}]",21,F,accessories_groceries_books,discount_indifferent,True
1495,user1495,jennifer.roberts@example.com,Jennifer,Roberts,"[{'first_name': 'Jennifer', 'last_name': 'Roberts', 'address1': '43425 Donald Harbors', 'address2': '', 'country': 'US', 'city': 'South Judyshire', 'state': 'PA', 'zipcode': '15650', 'default': True}]",38,F,tools_housewares_apparel,all_discounts,True
1496,user1496,heather.leon@example.com,Heather,Leon,"[{'first_name': 'Heather', 'last_name': 'Leon', 'address1': '4805 Roger Stream', 'address2': '', 'country': 'US', 'city': 'Shannonfort', 'state': 'MI', 'zipcode': '49902', 'default': True}]",41,F,accessories_groceries_books,lower_priced_products,True
1497,user1497,daniel.cooper@example.com,Daniel,Cooper,"[{'first_name': 'Daniel', 'last_name': 'Cooper', 'address1': '8579 Barrett Dam Apt. 688', 'address2': '', 'country': 'US', 'city': 'East Jasmineborough', 'state': 'MT', 'zipcode': '59124', 'default': True}]",39,M,books_apparel_homedecor,discount_indifferent,True
1498,user1498,maureen.garcia@example.com,Maureen,Garcia,"[{'first_name': 'Maureen', 'last_name': 'Garcia', 'address1': '66311 Rebecca Mission Suite 579', 'address2': '', 'country': 'US', 'city': 'Jamesstad', 'state': 'UT', 'zipcode': '84230', 'default': True}]",34,F,housewares_tools_beauty,discount_indifferent,True
1499,user1499,roy.holmes@example.com,Roy,Holmes,"[{'first_name': 'Roy', 'last_name': 'Holmes', 'address1': '113 Wallace Haven', 'address2': '', 'country': 'US', 'city': 'Leefurt', 'state': 'ID', 'zipcode': '83621', 'default': True}]",31,M,seasonal_furniture_floral,lower_priced_products,True
1500,user1500,michelle.huang@example.com,Michelle,Huang,"[{'first_name': 'Michelle', 'last_name': 'Huang', 'address1': '48102 Karen Fords Suite 657', 'address2': '', 'country': 'US', 'city': 'Lake Krista', 'state': 'HI', 'zipcode': '96793', 'default': True}]",50,F,electronics_outdoors_footwear,discount_indifferent,True
1501,user1501,william.olsen@example.com,William,Olsen,"[{'first_name': 'William', 'last_name': 'Olsen', 'address1': '479 Shelly Rapid Suite 591', 'address2': '', 'country': 'US', 'city': 'East Andre', 'state': 'ND', 'zipcode': '58807', 'default': True}]",35,M,furniture_homedecor_housewares,lower_priced_products,True
1502,user1502,darrell.page@example.com,Darrell,Page,"[{'first_name': 'Darrell', 'last_name': 'Page', 'address1': '273 Marc Overpass', 'address2': '', 'country': 'US', 'city': 'Gregoryborough', 'state': 'IL', 'zipcode': '60102', 'default': True}]",34,M,furniture_homedecor_housewares,all_discounts,True
1503,user1503,roger.reeves@example.com,Roger,Reeves,"[{'first_name': 'Roger', 'last_name': 'Reeves', 'address1': '8758 Sexton Rapid Suite 183', 'address2': '', 'country': 'US', 'city': 'Andrewmouth', 'state': 'MO', 'zipcode': '63356', 'default': True}]",19,M,homedecor_electronics_outdoors,all_discounts,True
1504,user1504,erin.vasquez@example.com,Erin,Vasquez,"[{'first_name': 'Erin', 'last_name': 'Vasquez', 'address1': '6719 Erik Light Apt. 026', 'address2': '', 'country': 'US', 'city': 'Fisherport', 'state': 'WA', 'zipcode': '98419', 'default': True}]",30,F,floral_beauty_jewelry,discount_indifferent,True
1505,user1505,brenda.lowe@example.com,Brenda,Lowe,"[{'first_name': 'Brenda', 'last_name': 'Lowe', 'address1': '748 Thompson Corners', 'address2': '', 'country': 'US', 'city': 'Jasonfort', 'state': 'VT', 'zipcode': '05181', 'default': True}]",31,F,electronics_outdoors_footwear,all_discounts,True
1506,user1506,jennifer.thomas@example.com,Jennifer,Thomas,"[{'first_name': 'Jennifer', 'last_name': 'Thomas', 'address1': '862 Wanda Mountains Apt. 364', 'address2': '', 'country': 'US', 'city': 'South Josephmouth', 'state': 'UT', 'zipcode': '84168', 'default': True}]",32,F,accessories_groceries_books,lower_priced_products,True
1507,user1507,danielle.chapman@example.com,Danielle,Chapman,"[{'first_name': 'Danielle', 'last_name': 'Chapman', 'address1': '015 West Vista', 'address2': '', 'country': 'US', 'city': 'New Phillip', 'state': 'FL', 'zipcode': '33013', 'default': True}]",37,F,footwear_jewelry_furniture,discount_indifferent,True
1508,user1508,amanda.petersen@example.com,Amanda,Petersen,"[{'first_name': 'Amanda', 'last_name': 'Petersen', 'address1': '7123 Virginia Lights Suite 770', 'address2': '', 'country': 'US', 'city': 'New Megan', 'state': 'OH', 'zipcode': '45191', 'default': True}]",36,F,housewares_tools_beauty,discount_indifferent,True
1509,user1509,monica.zuniga@example.com,Monica,Zuniga,"[{'first_name': 'Monica', 'last_name': 'Zuniga', 'address1': '617 Sandra Views Suite 870', 'address2': '', 'country': 'US', 'city': 'East Danielmouth', 'state': 'NE', 'zipcode': '68022', 'default': True}]",38,F,housewares_tools_beauty,all_discounts,True
1510,user1510,kristin.glenn@example.com,Kristin,Glenn,"[{'first_name': 'Kristin', 'last_name': 'Glenn', 'address1': '997 Velazquez Forge', 'address2': '', 'country': 'US', 'city': 'East Teresafurt', 'state': 'DC', 'zipcode': '20004', 'default': True}]",44,F,accessories_groceries_books,lower_priced_products,True
1511,user1511,stephanie.smith@example.com,Stephanie,Smith,"[{'first_name': 'Stephanie', 'last_name': 'Smith', 'address1': '0290 Thompson Knoll', 'address2': '', 'country': 'US', 'city': 'Bonniefort', 'state': 'DC', 'zipcode': '20018', 'default': True}]",47,F,groceries_seasonal_tools,lower_priced_products,True
1512,user1512,steven.williams@example.com,Steven,Williams,"[{'first_name': 'Steven', 'last_name': 'Williams', 'address1': '0126 Molina Bypass', 'address2': '', 'country': 'US', 'city': 'Blankenshipborough', 'state': 'FL', 'zipcode': '33202', 'default': True}]",42,M,tools_housewares_apparel,all_discounts,True
1513,user1513,craig.wong@example.com,Craig,Wong,"[{'first_name': 'Craig', 'last_name': 'Wong', 'address1': '236 Robin Lakes', 'address2': '', 'country': 'US', 'city': 'Whitetown', 'state': 'WA', 'zipcode': '99355', 'default': True}]",58,M,floral_beauty_jewelry,discount_indifferent,True
1514,user1514,pamela.nunez@example.com,Pamela,Nunez,"[{'first_name': 'Pamela', 'last_name': 'Nunez', 'address1': '87639 Jennifer Brooks Suite 220', 'address2': '', 'country': 'US', 'city': 'Nataliehaven', 'state': 'ND', 'zipcode': '58789', 'default': True}]",18,F,homedecor_electronics_outdoors,lower_priced_products,True
1515,user1515,jesus.downs@example.com,Jesus,Downs,"[{'first_name': 'Jesus', 'last_name': 'Downs', 'address1': '0162 Grimes Pike', 'address2': '', 'country': 'US', 'city': 'Mosleyborough', 'state': 'NH', 'zipcode': '03258', 'default': True}]",25,M,outdoors_instruments_groceries,all_discounts,True
1516,user1516,jordan.williams@example.com,Jordan,Williams,"[{'first_name': 'Jordan', 'last_name': 'Williams', 'address1': '24660 Howard Fork', 'address2': '', 'country': 'US', 'city': 'East Andrew', 'state': 'NH', 'zipcode': '03660', 'default': True}]",18,M,instruments_books_electronics,discount_indifferent,True
1517,user1517,allison.rodriguez@example.com,Allison,Rodriguez,"[{'first_name': 'Allison', 'last_name': 'Rodriguez', 'address1': '1514 Monica Parks Suite 053', 'address2': '', 'country': 'US', 'city': 'Port Jennifer', 'state': 'RI', 'zipcode': '02828', 'default': True}]",40,F,books_apparel_homedecor,discount_indifferent,True
1518,user1518,nathan.barrett@example.com,Nathan,Barrett,"[{'first_name': 'Nathan', 'last_name': 'Barrett', 'address1': '779 Silva Mountain', 'address2': '', 'country': 'US', 'city': 'Port Abigail', 'state': 'MO', 'zipcode': '65042', 'default': True}]",52,M,electronics_outdoors_footwear,discount_indifferent,True
1519,user1519,teresa.robinson@example.com,Teresa,Robinson,"[{'first_name': 'Teresa', 'last_name': 'Robinson', 'address1': '54258 Mclaughlin Alley', 'address2': '', 'country': 'US', 'city': 'New Traceychester', 'state': 'OK', 'zipcode': '73103', 'default': True}]",27,F,instruments_books_electronics,lower_priced_products,True
1520,user1520,steven.garcia@example.com,Steven,Garcia,"[{'first_name': 'Steven', 'last_name': 'Garcia', 'address1': '27100 Lori Wall Suite 063', 'address2': '', 'country': 'US', 'city': 'New Thomasport', 'state': 'NE', 'zipcode': '68009', 'default': True}]",55,M,footwear_jewelry_furniture,all_discounts,True
1521,user1521,paige.silva@example.com,Paige,Silva,"[{'first_name': 'Paige', 'last_name': 'Silva', 'address1': '644 Gallagher Isle Apt. 030', 'address2': '', 'country': 'US', 'city': 'New Kimberlyville', 'state': 'ND', 'zipcode': '58045', 'default': True}]",20,F,apparel_footwear_accessories,discount_indifferent,True
1522,user1522,kelsey.moore@example.com,Kelsey,Moore,"[{'first_name': 'Kelsey', 'last_name': 'Moore', 'address1': '05970 Miller Rapid', 'address2': '', 'country': 'US', 'city': 'Pattychester', 'state': 'UT', 'zipcode': '84203', 'default': True}]",56,F,beauty_accessories_instruments,discount_indifferent,True
1523,user1523,james.lyons@example.com,James,Lyons,"[{'first_name': 'James', 'last_name': 'Lyons', 'address1': '3066 Linda Rapids', 'address2': '', 'country': 'US', 'city': 'Lake Jenniferstad', 'state': 'MS', 'zipcode': '39108', 'default': True}]",30,M,seasonal_furniture_floral,discount_indifferent,True
1524,user1524,jordan.castillo@example.com,Jordan,Castillo,"[{'first_name': 'Jordan', 'last_name': 'Castillo', 'address1': '32686 Christopher Extension', 'address2': '', 'country': 'US', 'city': 'South Victoria', 'state': 'MA', 'zipcode': '02232', 'default': True}]",22,M,tools_housewares_apparel,lower_priced_products,True
1525,user1525,aaron.ward@example.com,Aaron,Ward,"[{'first_name': 'Aaron', 'last_name': 'Ward', 'address1': '0306 Ibarra Tunnel', 'address2': '', 'country': 'US', 'city': 'East Victorchester', 'state': 'UT', 'zipcode': '84224', 'default': True}]",34,M,apparel_footwear_accessories,all_discounts,True
